"","GOID","TERM"
"484","GO:0000806","Y chromosome"
"485","GO:0000807","Z chromosome"
"486","GO:0000808","origin recognition complex"
"487","GO:0000809","cytoplasmic origin of replication recognition complex"
"488","GO:0000810","diacylglycerol diphosphate phosphatase activity"
"489","GO:0000811","GINS complex"
"490","GO:0000812","Swr1 complex"
"491","GO:0000813","ESCRT I complex"
"492","GO:0000814","ESCRT II complex"
"493","GO:0000815","ESCRT III complex"
"494","GO:0000817","COMA complex"
"495","GO:0000818","nuclear MIS12/MIND complex"
"496","GO:0000819","sister chromatid segregation"
"497","GO:0000820","regulation of glutamine family amino acid metabolic process"
"498","GO:0000821","regulation of arginine metabolic process"
"499","GO:0000822","inositol hexakisphosphate binding"
"500","GO:0000823","inositol-1,4,5-trisphosphate 6-kinase activity"
"501","GO:0000824","inositol tetrakisphosphate 3-kinase activity"
"502","GO:0000825","inositol tetrakisphosphate 6-kinase activity"
"503","GO:0000827","inositol-1,3,4,5,6-pentakisphosphate kinase activity"
"504","GO:0000828","inositol hexakisphosphate kinase activity"
"505","GO:0000829","inositol heptakisphosphate kinase activity"
"506","GO:0000830","inositol hexakisphosphate 4-kinase activity"
"507","GO:0000831","inositol hexakisphosphate 6-kinase activity"
"508","GO:0000832","inositol hexakisphosphate 5-kinase activity"
"509","GO:0000833","inositol heptakisphosphate 4-kinase activity"
"510","GO:0000834","inositol heptakisphosphate 6-kinase activity"
"511","GO:0000835","ER ubiquitin ligase complex"
"512","GO:0000836","Hrd1p ubiquitin ligase complex"
"513","GO:0000837","Doa10p ubiquitin ligase complex"
"514","GO:0000838","Hrd1p ubiquitin ligase ERAD-M complex"
"515","GO:0000839","Hrd1p ubiquitin ligase ERAD-L complex"
"516","GO:0000900","translation repressor activity, mRNA regulatory element binding"
"517","GO:0000901","translation repressor activity, non-nucleic acid binding"
"518","GO:0000902","cell morphogenesis"
"519","GO:0000904","cell morphogenesis involved in differentiation"
"520","GO:0000905","sporocarp development involved in asexual reproduction"
"521","GO:0000906","6,7-dimethyl-8-ribityllumazine synthase activity"
"522","GO:0000907","sulfonate dioxygenase activity"
"523","GO:0000908","taurine dioxygenase activity"
"524","GO:0000909","sporocarp development involved in sexual reproduction"
"525","GO:0000910","cytokinesis"
"526","GO:0000911","cytokinesis by cell plate formation"
"527","GO:0000912","assembly of actomyosin apparatus involved in cytokinesis"
"528","GO:0000913","preprophase band assembly"
"529","GO:0000914","phragmoplast assembly"
"530","GO:0000915","actomyosin contractile ring assembly"
"531","GO:0000916","actomyosin contractile ring contraction"
"532","GO:0000917","division septum assembly"
"533","GO:0000918","division septum site selection"
"534","GO:0000919","cell plate assembly"
"535","GO:0000920","septum digestion after cytokinesis"
"536","GO:0000921","septin ring assembly"
"537","GO:0000922","spindle pole"
"538","GO:0000923","equatorial microtubule organizing center"
"539","GO:0000924","gamma-tubulin ring complex, centrosomal"
"540","GO:0000927","gamma-tubulin small complex, centrosomal"
"541","GO:0000928","gamma-tubulin small complex, spindle pole body"
"542","GO:0000930","gamma-tubulin complex"
"543","GO:0000931","gamma-tubulin large complex"
"544","GO:0000932","P-body"
"545","GO:0000933","adventitious septum"
"546","GO:0000934","porous cell septum"
"547","GO:0000935","division septum"
"548","GO:0000936","primary cell septum"
"549","GO:0000937","dolipore septum"
"550","GO:0000938","GARP complex"
"551","GO:0000939","condensed chromosome inner kinetochore"
"552","GO:0000940","condensed chromosome outer kinetochore"
"553","GO:0000941","condensed nuclear chromosome inner kinetochore"
"554","GO:0000942","condensed nuclear chromosome outer kinetochore"
"555","GO:0000943","retrotransposon nucleocapsid"
"556","GO:0000947","amino acid catabolic process to alcohol via Ehrlich pathway"
"557","GO:0000948","amino acid catabolic process to carboxylic acid via Ehrlich pathway"
"558","GO:0000949","aromatic amino acid family catabolic process to alcohol via Ehrlich pathway"
"559","GO:0000950","branched-chain amino acid catabolic process to alcohol via Ehrlich pathway"
"560","GO:0000951","methionine catabolic process to 3-methylthiopropanol"
"561","GO:0000952","aromatic amino acid family catabolic process to carboxylic acid via Ehrlich pathway"
"562","GO:0000953","branched-chain amino acid catabolic process to carboxylic acid via Ehrlich pathway"
"563","GO:0000954","methionine catabolic process to 3-methylthiopropanoate"
"564","GO:0000955","amino acid catabolic process via Ehrlich pathway"
"565","GO:0000956","nuclear-transcribed mRNA catabolic process"
"566","GO:0000957","mitochondrial RNA catabolic process"
"567","GO:0000958","mitochondrial mRNA catabolic process"
"568","GO:0000959","mitochondrial RNA metabolic process"
"569","GO:0000960","regulation of mitochondrial RNA catabolic process"
"570","GO:0000961","negative regulation of mitochondrial RNA catabolic process"
"571","GO:0000962","positive regulation of mitochondrial RNA catabolic process"
"572","GO:0000963","mitochondrial RNA processing"
"573","GO:0000964","mitochondrial RNA 5'-end processing"
"574","GO:0000965","mitochondrial RNA 3'-end processing"
"575","GO:0000966","RNA 5'-end processing"
"576","GO:0000967","rRNA 5'-end processing"
"577","GO:0000968","tRNA exon ligation"
"578","GO:0000969","tRNA exon ligation utilizing ATP as source of linkage phosphate"
"579","GO:0000970","tRNA exon ligation utilizing GTP as source of linkage phosphate"
"580","GO:0000971","tRNA exon ligation utilizing 2',3' cyclic phosphate of 5'-exon as source of linkage phosphate"
"581","GO:0000972","transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery"
"582","GO:0000973","posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery"
"583","GO:0000974","Prp19 complex"
"584","GO:0000976","transcription regulatory region sequence-specific DNA binding"
"585","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding"
"586","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding"
"587","GO:0000979","RNA polymerase II core promoter sequence-specific DNA binding"
"588","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific"
"589","GO:0000984","bacterial-type RNA polymerase transcription regulatory region sequence-specific DNA binding"
"590","GO:0000985","bacterial-type RNA polymerase core promoter sequence-specific DNA binding"
"591","GO:0000986","bacterial-type cis-regulatory region sequence-specific DNA binding"
"592","GO:0000987","cis-regulatory region sequence-specific DNA binding"
"593","GO:0000992","RNA polymerase III cis-regulatory region sequence-specific DNA binding"
"594","GO:0000993","RNA polymerase II complex binding"
"595","GO:0000994","RNA polymerase III core binding"
"596","GO:0000995","RNA polymerase III general transcription initiation factor activity"
"597","GO:0001000","bacterial-type RNA polymerase core enzyme binding"
"598","GO:0001001","mitochondrial single-subunit type RNA polymerase binding"
"599","GO:0001002","RNA polymerase III type 1 promoter sequence-specific DNA binding"
"600","GO:0001003","RNA polymerase III type 2 promoter sequence-specific DNA binding"
"601","GO:0001006","RNA polymerase III type 3 promoter sequence-specific DNA binding"
"602","GO:0001010","RNA polymerase II sequence-specific DNA-binding transcription factor recruiting activity"
"603","GO:0001014","snoRNA transcription by RNA polymerase III"
"604","GO:0001015","snoRNA transcription by RNA polymerase II"
"605","GO:0001016","RNA polymerase III transcription regulatory region sequence-specific DNA binding"
"606","GO:0001018","mitochondrial promoter sequence-specific DNA binding"
"607","GO:0001019","plastid promoter transcription regulatory region sequence-specific DNA binding"
"608","GO:0001025","RNA polymerase III general transcription initiation factor binding"
"609","GO:0001039","RNA polymerase III hybrid type promoter sequence-specific DNA binding"
"610","GO:0001042","RNA polymerase I core binding"
"611","GO:0001046","core promoter sequence-specific DNA binding"
"612","GO:0001048","RNA polymerase IV core binding"
"613","GO:0001049","RNA polymerase V core binding"
"614","GO:0001050","single-subunit type RNA polymerase binding"
"615","GO:0001051","plastid single-subunit type RNA polymerase binding"
"616","GO:0001052","plastid PEP RNA polymerase core enzyme binding"
"617","GO:0001054","RNA polymerase I activity"
"618","GO:0001055","RNA polymerase II activity"
"619","GO:0001056","RNA polymerase III activity"
"620","GO:0001057","RNA polymerase IV activity"
"621","GO:0001058","RNA polymerase V activity"
"622","GO:0001059","transcription by RNA polymerase IV"
"623","GO:0001060","transcription by RNA polymerase V"
"624","GO:0001061","bacterial-type RNA polymerase activity"
"625","GO:0001062","plastid PEP-A RNA polymerase activity"
"626","GO:0001063","plastid PEP-B RNA polymerase activity"
"627","GO:0001064","single subunit type RNA polymerase activity"
"628","GO:0001065","mitochondrial single subunit type RNA polymerase activity"
"629","GO:0001066","plastid single subunit type RNA polymerase activity"
"630","GO:0001067","regulatory region nucleic acid binding"
"631","GO:0001068","transcription regulatory region RNA binding"
"632","GO:0001069","regulatory region RNA binding"
"633","GO:0001070","RNA-binding transcription regulator activity"
"634","GO:0001072","transcription antitermination factor activity, RNA binding"
"635","GO:0001073","transcription antitermination factor activity, DNA binding"
"636","GO:0001079","nitrogen catabolite regulation of transcription from RNA polymerase II promoter"
"637","GO:0001080","nitrogen catabolite activation of transcription from RNA polymerase II promoter"
"638","GO:0001081","nitrogen catabolite repression of transcription from RNA polymerase II promoter"
"639","GO:0001085","RNA polymerase II transcription factor binding"
"640","GO:0001091","RNA polymerase II general transcription initiation factor binding"
"641","GO:0001092","TFIIA-class transcription factor complex binding"
"642","GO:0001093","TFIIB-class transcription factor binding"
"643","GO:0001094","TFIID-class transcription factor complex binding"
"644","GO:0001095","TFIIE-class transcription factor complex binding"
"645","GO:0001096","TFIIF-class transcription factor complex binding"
"646","GO:0001097","TFIIH-class transcription factor complex binding"
"647","GO:0001098","basal transcription machinery binding"
"648","GO:0001099","basal RNA polymerase II transcription machinery binding"
"649","GO:0001100","negative regulation of exit from mitosis"
"650","GO:0001101","response to acid chemical"
"651","GO:0001102","RNA polymerase II activating transcription factor binding"
"652","GO:0001103","RNA polymerase II repressing transcription factor binding"
"653","GO:0001108","bacterial-type RNA polymerase holo enzyme binding"
"654","GO:0001109","promoter clearance during DNA-templated transcription"
"655","GO:0001110","promoter clearance from RNA polymerase III promoter"
"656","GO:0001111","promoter clearance from RNA polymerase II promoter"
"657","GO:0001112","DNA-templated transcription open complex formation"
"658","GO:0001113","transcription open complex formation at RNA polymerase II promoter"
"659","GO:0001114","protein-DNA-RNA complex"
"660","GO:0001115","protein-DNA-RNA complex subunit organization"
"661","GO:0001116","protein-DNA-RNA complex assembly"
"662","GO:0001117","protein-DNA-RNA complex disassembly"
"663","GO:0001118","transcription ternary complex disassembly"
"664","GO:0001119","protein-DNA-RNA complex remodeling"
"665","GO:0001120","protein-DNA complex remodeling"
"666","GO:0001121","bacterial transcription"
"667","GO:0001122","promoter clearance from bacterial-type RNA polymerase promoter"
"668","GO:0001123","transcription initiation from bacterial-type RNA polymerase promoter"
"669","GO:0001124","transcription elongation from bacterial-type RNA polymerase promoter"
"670","GO:0001125","transcription termination from bacterial-type RNA polymerase promoter"
"671","GO:0001126","bacterial-type RNA polymerase preinitiation complex assembly"
"672","GO:0001127","transcription open complex formation at bacterial-type RNA polymerase promoter"
"673","GO:0001139","RNA polymerase II complex recruiting activity"
"674","GO:0001145","mitochondrial RNA polymerase termination site sequence-specific DNA binding"
"675","GO:0001147","transcription termination site sequence-specific DNA binding"
"676","GO:0001148","bacterial-type RNA polymerase termination site sequence-specific DNA binding"
"677","GO:0001154","TFIIIB-class transcription factor complex binding"
"678","GO:0001155","TFIIIA-class transcription factor binding"
"679","GO:0001156","TFIIIC-class transcription factor complex binding"
"680","GO:0001161","intronic transcription regulatory region sequence-specific DNA binding"
"681","GO:0001162","RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding"
"682","GO:0001163","RNA polymerase I transcription regulatory region sequence-specific DNA binding"
"683","GO:0001164","RNA polymerase I core promoter sequence-specific DNA binding"
"684","GO:0001165","RNA polymerase I cis-regulatory region sequence-specific DNA binding"
"685","GO:0001171","reverse transcription"
"686","GO:0001172","transcription, RNA-templated"
"687","GO:0001173","DNA-templated transcriptional start site selection"
"688","GO:0001174","transcriptional start site selection at RNA polymerase II promoter"
"689","GO:0001175","transcriptional start site selection at RNA polymerase III promoter"
"690","GO:0001176","transcriptional start site selection at bacterial-type RNA polymerase promoter"
"691","GO:0001177","regulation of transcription open complex formation at RNA polymerase II promoter"
"692","GO:0001178","regulation of transcriptional start site selection at RNA polymerase II promoter"
"693","GO:0001179","RNA polymerase I general transcription initiation factor binding"
